Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
12/15/2023,10000,0.000457285,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-6006,3466,4151322.47,21,197682.0224
12/15/2023,10000,0.000457285,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
12/11/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-3337,4189,15722436.67,21,748687.4605
12/1/2023,10000,0.000457285,Donation,Unrestricted,Support The River,Individual Online,53711-5147,2401,4151322.47,21,197682.0224
11/29/2023,10000,0.000457285,Donation,Unrestricted,2023 Year-End,Foundation Multi Channel,62025,428,99027.43,3,33009.14333
11/29/2023,10000,0.000457285,Donation,Programs/Operations,2023 Giving Tuesday,Foundation Multi Channel,62025,428,40447.5,1,40447.5
11/20/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53711,18907,15722436.67,21,748687.4605
11/8/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53562-3909,18847,15722436.67,21,748687.4605
9/18/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53711-5172,5026,15722436.67,21,748687.4605
8/25/2023,10000,0.000457285,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,85739-1083,2328,15722436.67,21,748687.4605
8/7/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-3167,14759,15722436.67,21,748687.4605
7/21/2023,10000,0.000457285,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53703-2786,482,15722436.67,21,748687.4605
7/21/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53703-2786,482,15722436.67,21,748687.4605
6/28/2023,10000,0.000457285,Soft Credit,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Event,53562-4065,8854,15722436.67,21,748687.4605
6/28/2023,10000,0.000457285,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Event,53562,15377,15722436.67,21,748687.4605
6/28/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Event,53562,15377,15722436.67,21,748687.4605
6/16/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53593-9195,4290,15722436.67,21,748687.4605
6/15/2023,10000,0.000457285,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53593-9195,4290,15722436.67,21,748687.4605
6/14/2023,10000,0.000457285,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-2761,225,15722436.67,21,748687.4605
7/10/2023,9433,0.000431357,Donation,Curbside,Support The River,Gov Application,53703-3345,515,4151322.47,21,197682.0224
5/3/2023,8400,0.00038412,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
12/19/2023,8334,0.000381101,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53593-1518,19171,15722436.67,21,748687.4605
8/5/2024,8333.34,0.000381071,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Event,53597-9296,15379,15722436.67,21,748687.4605
7/26/2023,8333.34,0.000381071,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Event,53597-9296,15379,15722436.67,21,748687.4605
12/11/2023,8333,0.000381056,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,33950-8125,14219,15722436.67,21,748687.4605
11/2/2023,8000,0.000365828,Donation,Unrestricted,Support The River,Individual Multi Channel,53531-9609,4653,4151322.47,21,197682.0224
3/14/2023,8000,0.000365828,Donation,Programs/Operations,Match Madness 2023,Individual Multi Channel,53704-1031,4496,50093.11,1,50093.11
6/2/2023,7725,0.000353253,Donation,Unrestricted,Support The River,Individual Online,53711-5147,2401,4151322.47,21,197682.0224
12/29/2023,7600,0.000347537,Donation,ePantry,Support The River,Service Org Application,53703-3381,6476,4151322.47,21,197682.0224
8/20/2024,7500,0.000342964,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53711-5147,2401,15722436.67,21,748687.4605
8/20/2024,7500,0.000342964,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-5147,2401,4151322.47,21,197682.0224
4/16/2024,7500,0.000342964,Donation,Unrestricted,Support The River,Business Multi Channel,53713,14307,4151322.47,21,197682.0224
1/5/2024,7500,0.000342964,Donation,Unrestricted,In-Kind,Business Multi Channel,53713,19303,1331842.88,20,66592.144
12/19/2023,7500,0.000342964,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53955-9428,3423,15722436.67,21,748687.4605
5/26/2023,7495.68,0.000342766,Donation,Programs/Operations,Support The River,Gov Application,53703-3340,1910,4151322.47,21,197682.0224
12/27/2023,7229,0.000330571,Donation,Unrestricted,2023 Year-End,Individual Mailing,53704-5900,4275,99027.43,3,33009.14333
5/28/2024,7000,0.0003201,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705-1006,20082,4151322.47,21,197682.0224
5/28/2024,7000,0.0003201,Donation,Unrestricted,Support The River,Foundation Multi Channel,Unknown,309,4151322.47,21,197682.0224
12/27/2023,7000,0.0003201,Donation,Unrestricted,Support The River,Individual Online,68506-3349,3008,4151322.47,21,197682.0224
12/15/2023,7000,0.0003201,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-5189,2513,4151322.47,21,197682.0224
10/15/2023,7000,0.0003201,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53562-4187,678,15722436.67,21,748687.4605
5/17/2023,7000,0.0003201,Donation,Food Now,Support The River,Foundation Application,19809,15240,4151322.47,21,197682.0224
4/20/2023,6863.04,0.000313837,Donation,Programs/Operations,In-Kind,Business Multi Channel,53562,15083,1331842.88,20,66592.144
8/10/2023,6530.09,0.000298611,Donation,Programs/Operations,Support The River,Gov Application,53703-3340,1910,4151322.47,21,197682.0224
3/19/2024,6500,0.000297235,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53711,18907,15722436.67,21,748687.4605
1/11/2024,6500,0.000297235,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-4794,14422,4151322.47,21,197682.0224
6/17/2024,6000,0.000274371,Pledge,Munch,Support The River,Foundation Application,53701-1497,3539,4151322.47,21,197682.0224
2/15/2023,5700,0.000260653,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-2126,2563,4151322.47,21,197682.0224
3/22/2024,5396,0.000246751,Donation,Unrestricted,In-Kind,Business Multi Channel,53718,19793,1331842.88,20,66592.144
2/6/2024,5300,0.000242361,Donation,Unrestricted,Support The River,Service Org Multi Channel,53058,14512,4151322.47,21,197682.0224
11/28/2023,5200,0.000237788,Donation,Recovery,Support The River,Business Application,53705,15543,4151322.47,21,197682.0224
2/14/2024,5162.5,0.000236073,Donation,Unrestricted,Support The River,Individual Online,53711-5147,2401,4151322.47,21,197682.0224
3/1/2024,5153.52,0.000235663,Soft Credit,Unrestricted,Support The River,Faith Comm Event,53717-1821,3929,4151322.47,21,197682.0224
3/1/2024,5153.52,0.000235663,Donation,Unrestricted,Support The River,Faith Comm Event,53705-4955,4414,4151322.47,21,197682.0224
11/28/2023,5150,0.000235502,Donation,Programs/Operations,2023 Giving Tuesday,Individual Online,53716-3012,18027,40447.5,1,40447.5
4/11/2024,5015,0.000229328,Donation,Programs/Operations,2024 Match Madness,Business Event,53715-1830,9586,63408.02,3,21136.00667
9/5/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8049,2505,4151322.47,21,197682.0224
8/29/2024,5000,0.000228643,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53717-1803,6689,4151322.47,21,197682.0224
8/29/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20084,4151322.47,21,197682.0224
8/15/2024,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53597,20172,15722436.67,21,748687.4605
8/13/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8604,3096,4151322.47,21,197682.0224
8/7/2024,5000,0.000228643,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53704,19605,25600,5,5120
8/1/2024,5000,0.000228643,Donation,Pantry Express,Support The River,Business Application,19809-1374,4301,4151322.47,21,197682.0224
7/29/2024,5000,0.000228643,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,20241,4151322.47,21,197682.0224
7/29/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,02889-9509,19853,4151322.47,21,197682.0224
7/2/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-5254,8235,4151322.47,21,197682.0224
6/27/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,20172,4151322.47,21,197682.0224
6/18/2024,5000,0.000228643,Soft Credit,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Foundation Multi Channel,53711-1653,3219,15722436.67,21,748687.4605
6/18/2024,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Foundation Multi Channel,Unknown,20084,15722436.67,21,748687.4605
6/14/2024,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-6219,2824,15722436.67,21,748687.4605
6/6/2024,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-1051,2492,15722436.67,21,748687.4605
5/29/2024,5000,0.000228643,Donation,Munch,Support The River,Foundation Application,2021,20123,4151322.47,21,197682.0224
5/20/2024,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53704-1558,484,15722436.67,21,748687.4605
5/20/2024,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704,5546,15722436.67,21,748687.4605
5/19/2024,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704,5546,15722436.67,21,748687.4605
5/15/2024,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Foundation Multi Channel,53593-8007,4442,15722436.67,21,748687.4605
4/4/2024,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,85739-1083,2328,15722436.67,21,748687.4605
4/3/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1103,4366,4151322.47,21,197682.0224
3/27/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-5189,2513,4151322.47,21,197682.0224
3/13/2024,5000,0.000228643,Soft Credit,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53704-2012,5003,15722436.67,21,748687.4605
3/13/2024,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53705-4456,13254,15722436.67,21,748687.4605
3/12/2024,5000,0.000228643,Donation,Unrestricted,Support The River,Foundation Application,53703-3381,6476,4151322.47,21,197682.0224
2/6/2024,5000,0.000228643,Pledge Payment,Programs/Operations,2024 Breakfast with the Bunny,Business Multi Channel,53783-0001,1877,11037.69,2,5518.845
2/6/2024,5000,0.000228643,Pledge,Programs/Operations,2024 Breakfast with the Bunny,Business Multi Channel,53783-0001,1877,11037.69,2,5518.845
1/24/2024,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53718-2301,8633,15722436.67,21,748687.4605
12/29/2023,5000,0.000228643,Donation,Unrestricted,2023 Year-End,Individual Mailing,53527-8306,3085,99027.43,3,33009.14333
12/27/2023,5000,0.000228643,Donation,Unrestricted,2023 Year-End,Individual Multi Channel,53704-1015,408,99027.43,3,33009.14333
12/27/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1758,4713,4151322.47,21,197682.0224
12/23/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Online,53711-2958,19212,4151322.47,21,197682.0224
12/20/2023,5000,0.000228643,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4463,14818,15722436.67,21,748687.4605
12/19/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53572-3010,3023,4151322.47,21,197682.0224
12/12/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,4178,4151322.47,21,197682.0224
12/11/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Foundation Multi Channel,53593-8007,4442,4151322.47,21,197682.0224
12/9/2023,5000,0.000228643,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53575-2622,38,110700.59,3,36900.19667
12/8/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Online,53711-5850,5296,4151322.47,21,197682.0224
12/1/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8604,3096,4151322.47,21,197682.0224
11/28/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-1440,4,15722436.67,21,748687.4605
11/14/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Online,53711,3630,4151322.47,21,197682.0224
11/6/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53707-7725,3984,4151322.47,21,197682.0224
11/1/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1653,3219,4151322.47,21,197682.0224
10/17/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53521-9441,1915,15722436.67,21,748687.4605
10/2/2023,5000,0.000228643,Donation,Munch,Support The River,Service Org Application,53711,8105,4151322.47,21,197682.0224
8/24/2023,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-5755,4718,15722436.67,21,748687.4605
8/24/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-5755,4718,15722436.67,21,748687.4605
7/31/2023,5000,0.000228643,Donation,Unrestricted,2023 Sips & Slices - Sponsor,Business Multi Channel,53703-4655,5989,22700,2,11350
7/17/2023,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,34109-9109,15450,15722436.67,21,748687.4605
7/17/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,34109-9109,15450,15722436.67,21,748687.4605
7/7/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Faith Comm Event,53597-9403,2595,4151322.47,21,197682.0224
7/1/2023,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53562-1107,251,15722436.67,21,748687.4605
6/27/2023,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-6219,2824,15722436.67,21,748687.4605
6/14/2023,5000,0.000228643,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-2761,225,15722436.67,21,748687.4605
6/14/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-2012,5003,15722436.67,21,748687.4605
6/14/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53590-9189,1779,15722436.67,21,748687.4605
5/30/2023,5000,0.000228643,Donation,Curbside,Support The River,Business Application,Unknown,15255,4151322.47,21,197682.0224
5/24/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53562-1107,251,15722436.67,21,748687.4605
5/17/2023,5000,0.000228643,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53597-8000,1127,15722436.67,21,748687.4605
2/13/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
2/8/2023,5000,0.000228643,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1103,4366,4151322.47,21,197682.0224
2/1/2023,5000,0.000228643,Donation,Programs/Operations,Support The River,Service Org Multi Channel,53058,14512,4151322.47,21,197682.0224
4/20/2023,4999,0.000228597,Donation,Programs/Operations,In-Kind,Business Multi Channel,53562,15083,1331842.88,20,66592.144
3/13/2024,4500,0.000205778,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590-1085,3541,4151322.47,21,197682.0224
3/13/2024,4500,0.000205778,Donation,Unrestricted,Support The River,Business Multi Channel,53718,1865,4151322.47,21,197682.0224
5/3/2024,4494,0.000205504,Donation,Unrestricted,In-Kind,Business Multi Channel,53718,19793,1331842.88,20,66592.144
5/3/2024,4494,0.000205504,Donation,Unrestricted,Support The River,Business Multi Channel,53718,19793,4151322.47,21,197682.0224
12/21/2023,4305,0.000196861,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
5/3/2024,4250,0.000194346,Donation,Unrestricted,Support The River,Foundation Multi Channel,53716,15520,4151322.47,21,197682.0224
11/13/2023,4250,0.000194346,Donation,Curbside,Support The River,Foundation Application,54304,18942,4151322.47,21,197682.0224
10/31/2023,4233.17,0.000193577,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-6608,299,4151322.47,21,197682.0224
9/29/2023,4233.17,0.000193577,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-6608,299,4151322.47,21,197682.0224
8/31/2023,4233.17,0.000193577,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-6608,299,4151322.47,21,197682.0224
7/29/2023,4233.17,0.000193577,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-6608,299,4151322.47,21,197682.0224
6/30/2023,4233.17,0.000193577,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-6608,299,4151322.47,21,197682.0224
